season,week,match_id,team_id,player_id,player_name,player_pos,player_team,set_pos,points
2014,1,29087089,1073361,10272,B. Sankey,RB,TEN,BN,2.5
2014,1,29087089,1073361,10286,J. Hill,RB,CIN,BN,1.9
2014,1,29087089,1073361,10295,D. Adams,WR,GB,BN,0
2014,1,29087089,1073361,2334,Bengals,D/ST,CIN,D/ST,8
2014,1,29087089,1073361,3415,N. Novak,K,LAC,K,5
2014,1,29087089,1073361,566,A. Johnson,WR,HOU,WR,9.3
2014,1,29087089,1073361,6287,R. Jennings,RB,NYG,RB,15.6
2014,1,29087089,1073361,6581,D. Thomas,WR,DEN,WR,4.8
2014,1,29087089,1073361,8382,A. Luck,QB,IND,QB,26.7
2014,1,29087089,1073361,8429,M. Jones,WR,DET,BN,0
2014,1,29087089,1073361,9235,J. Gordon,WR,NE,BN,0
2014,1,29087089,1073361,9347,T. Williams,WR,DAL,FLEX,11
2014,1,29087089,1073361,9360,T. Kelce,TE,KC,BN,4.9
2014,1,29087089,1073361,9395,J. Reed,TE,WAS,TE,0.4
2014,1,29087089,1073361,9539,Z. Stacy,RB,LAR,RB,5.1
2014,1,29087089,1073395,2357,Buccaneers,D/ST,TB,D/ST,2
2014,1,29087089,1073395,3452,A. Rodgers,QB,GB,QB,9.56
2014,1,29087089,1073395,4828,G. Olsen,TE,CAR,TE,14.3
2014,1,29087089,1073395,6834,J. Bell,RB,DET,RB,11.6
2014,1,29087089,1073395,6881,V. Cruz,WR,NYG,FLEX,2.4
2014,1,29087089,1073395,7401,R. Cobb,WR,GB,WR,11.8
2014,1,29087089,1073395,7428,R. Mallett,QB,FA,BN,0
2014,1,29087089,1073395,7450,S. Vereen,RB,NE,RB,13.1
2014,1,29087089,1073395,8524,B. Walsh,K,MIN,K,13
2014,1,29087089,1073395,9328,T. Austin,WR,LAR,WR,3.9
2014,1,29087089,1073395,9365,A. Dobson,WR,FA,BN,0
2014,1,29087089,1073395,9379,M. Wheaton,WR,PIT,BN,9.7
2014,1,29087089,1073395,9392,J. Hunter,WR,TEN,BN,6.3
2014,1,29087089,1073395,9396,A. Ellington,RB,ARI,BN,6
2014,1,29087089,1073395,9492,K. Stills,WR,MIA,BN,0
2014,1,29087090,1073370,10254,K. Benjamin,WR,CAR,BN,15.2
2014,1,29087090,1073370,10256,S. Watkins,WR,BUF,BN,3.1
2014,1,29087090,1073370,2240,R. Wayne,WR,IND,WR,9.8
2014,1,29087090,1073370,2328,Cardinals,D/ST,ARI,BN,3
2014,1,29087090,1073370,2351,Eagles,D/ST,PHI,D/ST,12
2014,1,29087090,1073370,3058,V. Jackson,WR,TB,WR,3.6
2014,1,29087090,1073370,326,P. Rivers,QB,LAC,QB,12.52
2014,1,29087090,1073370,3356,A. Smith,QB,KC,BN,9.68
2014,1,29087090,1073370,3937,G. Jennings,WR,MIN,BN,11.8
2014,1,29087090,1073370,3986,S. Gostkowski,K,NE,K,10
2014,1,29087090,1073370,4060,V. Davis,TE,SF,TE,16.4
2014,1,29087090,1073370,4735,A. Bradshaw,RB,IND,BN,8.5
2014,1,29087090,1073370,4893,A. Peterson,RB,MIN,RB,9.3
2014,1,29087090,1073370,5327,C. Johnson,RB,NYJ,RB,15.1
2014,1,29087090,1073370,6610,J. Graham,TE,NO,FLEX,8.2
2014,1,29087090,1107405,2343,Chiefs,D/ST,KC,D/ST,4
2014,1,29087090,1107405,2882,R. Gould,K,CHI,K,9
2014,1,29087090,1107405,429,S. Jackson,RB,ATL,BN,5.2
2014,1,29087090,1107405,4671,C. Johnson,WR,DET,FLEX,28.4
2014,1,29087090,1107405,6102,S. Greene,RB,TEN,BN,7.1
2014,1,29087090,1107405,6578,C. Spiller,RB,BUF,RB,12.4
2014,1,29087090,1107405,6611,R. Gronkowski,TE,NE,TE,10
2014,1,29087090,1107405,7348,A. Hawkins,WR,CLE,BN,8.7
2014,1,29087090,1107405,7447,T. Smith,WR,BAL,WR,5
2014,1,29087090,1107405,7488,C. Clay,TE,MIA,BN,2.7
2014,1,29087090,1107405,8542,R. Randle,WR,NYG,BN,0.1
2014,1,29087090,1107405,8598,R. Wilson,QB,SEA,QB,18.54
2014,1,29087090,1107405,8628,R. Griffin,QB,WAS,BN,8.88
2014,1,29087090,1107405,9311,D. Hopkins,WR,HOU,WR,14.9
2014,1,29087090,1107405,9341,G. Bernard,RB,CIN,RB,11
2014,1,29087091,1075098,10289,T. West,RB,CLE,BN,10
2014,1,29087091,1075098,1178,P. Manning,QB,DEN,QB,22.46
2014,1,29087091,1075098,2330,Ravens,D/ST,BAL,D/ST,0
2014,1,29087091,1075098,3501,D. Sproles,RB,PHI,BN,14.5
2014,1,29087091,1075098,3769,H. Miller,TE,PIT,BN,2.6
2014,1,29087091,1075098,3823,R. White,WR,ATL,WR,13.2
2014,1,29087091,1075098,4055,M. Jones-Drew,RB,OAK,BN,2.3
2014,1,29087091,1075098,4780,N. Folk,K,NYJ,K,9
2014,1,29087091,1075098,5346,M. Bennett,TE,CHI,TE,13
2014,1,29087091,1075098,6047,M. Crabtree,WR,SF,WR,2.5
2014,1,29087091,1075098,6059,P. Harvin,WR,SEA,FLEX,10
2014,1,29087091,1075098,6066,H. Nicks,WR,IND,BN,9.6
2014,1,29087091,1075098,6121,M. Wallace,WR,MIA,BN,12.1
2014,1,29087091,1075098,7435,D. Murray,RB,DAL,RB,18.3
2014,1,29087091,1075098,9348,M. Ball,RB,DEN,RB,14.3
2014,1,29087091,1087309,10252,M. Evans,WR,TB,BN,3.7
2014,1,29087091,1087309,2340,Texans,D/ST,HOU,D/ST,20
2014,1,29087091,1087309,394,B. Roethlisberger,QB,PIT,BN,17.4
2014,1,29087091,1087309,4077,J. Cutler,QB,CHI,QB,17.96
2014,1,29087091,1087309,5349,J. Nelson,WR,GB,WR,8.3
2014,1,29087091,1087309,5381,P. Garcon,WR,WAS,FLEX,7.7
2014,1,29087091,1087309,64,A. Gates,TE,LAC,TE,8.1
2014,1,29087091,1087309,6608,T. Gerhart,RB,JAC,BN,5.7
2014,1,29087091,1087309,7443,S. Ridley,RB,NE,BN,2.8
2014,1,29087091,1087309,8385,M. Floyd,WR,ARI,WR,12.1
2014,1,29087091,1087309,8608,G. Zuerlein,K,LAR,K,9
2014,1,29087091,1087309,8630,A. Morris,RB,WAS,RB,9.1
2014,1,29087091,1087309,9352,E. Lacy,RB,GB,RB,4.5
2014,1,29087091,1087309,9386,C. Michael,RB,FA,BN,0
2014,1,29087091,1087309,9984,T. Wright,TE,NE,BN,1.5
2014,1,29087092,1073420,10243,O. Beckham,WR,NYG,BN,0
2014,1,29087092,1073420,10335,C. Hyde,RB,SF,BN,11
2014,1,29087092,1073420,2356,Rams,D/ST,LAR,D/ST,-1
2014,1,29087092,1073420,270,A. Boldin,WR,SF,BN,9.9
2014,1,29087092,1073420,4120,R. Bush,RB,DET,RB,6.4
2014,1,29087092,1073420,4286,B. Marshall,WR,CHI,WR,11.1
2014,1,29087092,1073420,4721,D. Bowe,WR,FA,BN,0
2014,1,29087092,1073420,5371,M. Ryan,QB,ATL,QB,31.42
2014,1,29087092,1073420,7371,M. Ingram,RB,NO,BN,18.1
2014,1,29087092,1073420,7372,J. Jones,WR,ATL,FLEX,9.6
2014,1,29087092,1073420,7477,J. Cameron,TE,CLE,TE,4.7
2014,1,29087092,1073420,8027,D. Bailey,K,DAL,K,5
2014,1,29087092,1073420,8441,T. Richardson,RB,IND,RB,5.1
2014,1,29087092,1073420,8512,L. Miller,RB,MIA,BN,11.8
2014,1,29087092,1073420,9380,K. Allen,WR,LAC,WR,3.7
2014,1,29087092,1115989,10263,J. Brown,WR,ARI,BN,8.9
2014,1,29087092,1115989,10303,M. Lee,WR,JAC,BN,6.2
2014,1,29087092,1115989,1732,L. Fitzgerald,WR,ARI,FLEX,2.2
2014,1,29087092,1115989,1956,P. Dawson,K,SF,K,4
2014,1,29087092,1115989,2161,J. Witten,TE,DAL,TE,1.4
2014,1,29087092,1115989,3864,F. Jackson,RB,BUF,BN,7.4
2014,1,29087092,1115989,4404,D. Williams,RB,CAR,BN,7.2
2014,1,29087092,1115989,4789,M. Lynch,RB,SEA,RB,24.4
2014,1,29087092,1115989,49,49ers,D/ST,SF,D/ST,18
2014,1,29087092,1115989,5338,M. Forte,RB,CHI,RB,16.9
2014,1,29087092,1115989,6269,J. Edelman,WR,NE,WR,11.6
2014,1,29087092,1115989,7424,C. Kaepernick,QB,SF,QB,17.14
2014,1,29087092,1115989,7582,C. Shorts,WR,FA,BN,0
2014,1,29087092,1115989,8622,K. Wright,WR,TEN,WR,10.6
2014,1,29087092,1115989,9305,T. Eifert,TE,CIN,BN,3.7
2014,1,29087093,1073671,10280,T. Mason,RB,FA,BN,0
2014,1,29087093,1073671,10318,J. Matthews,WR,PHI,BN,3.7
2014,1,29087093,1073671,2074,A. Vinatieri,K,IND,K,6
2014,1,29087093,1073671,2332,Panthers,D/ST,CAR,D/ST,10
2014,1,29087093,1073671,5367,R. Rice,RB,FA,BN,0
2014,1,29087093,1073671,6038,M. Stafford,QB,DET,QB,30.04
2014,1,29087093,1073671,6145,B. Hartline,WR,MIA,BN,2.6
2014,1,29087093,1073671,6303,A. Foster,RB,HOU,RB,10
2014,1,29087093,1073671,6603,E. Decker,WR,NYJ,FLEX,7.4
2014,1,29087093,1073671,6641,B. Tate,RB,CLE,RB,4.1
2014,1,29087093,1073671,6759,D. Pitta,TE,BAL,TE,8.3
2014,1,29087093,1073671,7369,A. Green,WR,CIN,WR,19.6
2014,1,29087093,1073671,7404,A. Dalton,QB,CIN,BN,18.34
2014,1,29087093,1073671,8493,T. Hilton,WR,IND,WR,4.1
2014,1,29087093,1073671,8576,L. Green,TE,LAC,BN,2.4
2014,1,29087093,1089754,10257,E. Ebron,TE,DET,BN,0
2014,1,29087093,1089754,10324,D. Freeman,RB,ATL,BN,3.3
2014,1,29087093,1089754,10372,N. Freese,K,DET,K,9
2014,1,29087093,1089754,1522,S. Smith,WR,BAL,BN,17.8
2014,1,29087093,1089754,2337,Broncos,D/ST,DEN,D/ST,7
2014,1,29087093,1089754,309,T. Brady,QB,NE,BN,10.26
2014,1,29087093,1089754,5324,D. Jackson,WR,WAS,WR,5.3
2014,1,29087093,1089754,5828,D. Woodhead,RB,LAC,BN,1.1
2014,1,29087093,1089754,6056,J. Maclin,WR,PHI,FLEX,15.7
2014,1,29087093,1089754,6090,L. McCoy,RB,PHI,RB,11.5
2014,1,29087093,1089754,6619,B. LaFell,WR,NE,BN,0
2014,1,29087093,1089754,6678,R. Cooper,WR,PHI,WR,2.9
2014,1,29087093,1089754,7595,J. Thomas,TE,DEN,TE,28.4
2014,1,29087093,1089754,8562,N. Foles,QB,PHI,QB,14.88
2014,1,29087093,1089754,9378,L. Bell,RB,PIT,RB,25.7
2014,1,29087094,1073358,10046,K. Robinson,RB,NO,BN,8.8
2014,1,29087094,1073358,2064,W. Welker,WR,FA,BN,0
2014,1,29087094,1073358,2354,Seahawks,D/ST,SEA,D/ST,8
2014,1,29087094,1073358,2848,F. Gore,RB,SF,RB,6.6
2014,1,29087094,1073358,4072,M. Colston,WR,NO,BN,9
2014,1,29087094,1073358,4353,D. Walker,TE,TEN,TE,9.7
2014,1,29087094,1073358,5277,P. Thomas,RB,NO,BN,8.9
2014,1,29087094,1073358,5700,S. Hauschka,K,SEA,K,10
2014,1,29087094,1073358,6049,K. Moreno,RB,MIA,BN,19.4
2014,1,29087094,1073358,6559,D. Bryant,WR,DAL,WR,5.5
2014,1,29087094,1073358,6636,E. Sanders,WR,DEN,FLEX,8.8
2014,1,29087094,1073358,7378,C. Newton,QB,CAR,BN,0
2014,1,29087094,1073358,8422,A. Jeffery,WR,CHI,WR,7.1
2014,1,29087094,1073358,8514,R. Tannehill,QB,MIA,QB,12.92
2014,1,29087094,1073358,8613,D. Martin,RB,TB,RB,1.6
2014,1,29087094,1073363,10240,T. Bridgewater,QB,NO,BN,0
2014,1,29087094,1073363,10242,B. Cooks,WR,NO,BN,15.5
2014,1,29087094,1073363,2346,Patriots,D/ST,NE,D/ST,6
2014,1,29087094,1073363,325,D. Brees,QB,NO,QB,15.52
2014,1,29087094,1073363,387,T. Romo,QB,DAL,BN,9.24
2014,1,29087094,1073363,5443,J. Charles,RB,KC,RB,3.4
2014,1,29087094,1073363,6568,R. Mathews,RB,LAC,RB,12
2014,1,29087094,1073363,6642,G. Tate,WR,DET,WR,9.7
2014,1,29087094,1073363,6660,A. Brown,WR,PIT,WR,17.6
2014,1,29087094,1073363,7444,K. Rudolph,TE,MIN,BN,7.6
2014,1,29087094,1073363,8399,B. Pierce,RB,BAL,BN,-0.6
2014,1,29087094,1073363,8432,M. Sanu,WR,CIN,BN,6
2014,1,29087094,1073363,8663,J. Tucker,K,BAL,K,4
2014,1,29087094,1073363,9317,C. Patterson,WR,MIN,FLEX,18.8
2014,1,29087094,1073363,9376,Z. Ertz,TE,PHI,TE,13.7
2014,10,29088316,1073671,10256,S. Watkins,WR,BUF,WR,2.7
2014,10,29088316,1073671,10305,A. Robinson,WR,JAC,BN,8
2014,10,29088316,1073671,2074,A. Vinatieri,K,IND,BN,0
2014,10,29088316,1073671,2343,Chiefs,D/ST,KC,D/ST,9
2014,10,29088316,1073671,3453,S. Suisham,K,PIT,K,9
2014,10,29088316,1073671,6038,M. Stafford,QB,DET,BN,17.1
2014,10,29088316,1073671,6303,A. Foster,RB,FA,BN,0
2014,10,29088316,1073671,6603,E. Decker,WR,NYJ,WR,2.4
2014,10,29088316,1073671,6759,D. Pitta,TE,FA,IR,0
2014,10,29088316,1073671,6957,C. Ivory,RB,NYJ,BN,5.1
2014,10,29088316,1073671,7369,A. Green,WR,CIN,FLEX,2.3
2014,10,29088316,1073671,8456,R. Hillman,RB,DEN,RB,2.2
2014,10,29088316,1073671,8493,T. Hilton,WR,IND,BN,0
2014,10,29088316,1073671,8514,R. Tannehill,QB,MIA,QB,10.28
2014,10,29088316,1073671,9470,D. Robinson,RB,JAC,RB,17
2014,10,29088316,1073671,9505,M. Rivera,TE,OAK,TE,12.4
2014,10,29088316,1107405,10280,T. Mason,RB,LAR,RB,8.1
2014,10,29088316,1107405,10599,J. Thompson,RB,DEN,RB,0.8
2014,10,29088316,1107405,2339,Packers,D/ST,GB,D/ST,17
2014,10,29088316,1107405,2340,Texans,D/ST,HOU,BN,0
2014,10,29088316,1107405,429,S. Jackson,RB,ATL,BN,15.5
2014,10,29088316,1107405,4671,C. Johnson,WR,DET,BN,17.3
2014,10,29088316,1107405,5700,S. Hauschka,K,SEA,K,8
2014,10,29088316,1107405,6578,C. Spiller,RB,FA,IR,0
2014,10,29088316,1107405,6611,R. Gronkowski,TE,NE,BN,0
2014,10,29088316,1107405,7348,A. Hawkins,WR,FA,FLEX,0
2014,10,29088316,1107405,7425,L. Kendricks,TE,LAR,TE,3
2014,10,29088316,1107405,7447,T. Smith,WR,BAL,WR,13.5
2014,10,29088316,1107405,8542,R. Randle,WR,NYG,WR,3.9
2014,10,29088316,1107405,8598,R. Wilson,QB,SEA,QB,19.58
2014,10,29088316,1107405,9311,D. Hopkins,WR,HOU,BN,0
2014,10,29088316,1107405,9341,G. Bernard,RB,CIN,BN,0
2014,10,29088317,1073363,10242,B. Cooks,WR,NO,WR,15
2014,10,29088317,1073363,10295,D. Adams,WR,GB,BN,1
2014,10,29088317,1073363,2344,Dolphins,D/ST,MIA,D/ST,6
2014,10,29088317,1073363,325,D. Brees,QB,NO,QB,18.38
2014,10,29088317,1073363,387,T. Romo,QB,DAL,BN,21.84
2014,10,29088317,1073363,4040,O. Daniels,TE,BAL,BN,2
2014,10,29088317,1073363,4789,M. Lynch,RB,SEA,RB,40.3
2014,10,29088317,1073363,5408,J. Forsett,RB,BAL,BN,23.2
2014,10,29088317,1073363,5443,J. Charles,RB,KC,RB,17.8
2014,10,29088317,1073363,6568,R. Mathews,RB,FA,BN,0
2014,10,29088317,1073363,6636,E. Sanders,WR,DEN,WR,19.2
2014,10,29088317,1073363,6642,G. Tate,WR,DET,FLEX,10.9
2014,10,29088317,1073363,8663,J. Tucker,K,BAL,K,3
2014,10,29088317,1073363,9196,L. Donnell,TE,NYG,TE,2.6
2014,10,29088317,1073363,9376,Z. Ertz,TE,PHI,BN,1.7
2014,10,29088317,1073395,10289,T. West,RB,CLE,RB,15.4
2014,10,29088317,1073395,10302,D. Moncrief,WR,JAC,BN,0
2014,10,29088317,1073395,10310,J. McKinnon,RB,SF,BN,0
2014,10,29088317,1073395,10415,M. Bryant,WR,PIT,FLEX,20.3
2014,10,29088317,1073395,10812,B. Oliver,RB,FA,BN,0
2014,10,29088317,1073395,1522,S. Smith,WR,BAL,BN,1.7
2014,10,29088317,1073395,2338,Lions,D/ST,DET,D/ST,8
2014,10,29088317,1073395,3452,A. Rodgers,QB,GB,QB,36.6
2014,10,29088317,1073395,4286,B. Marshall,WR,CHI,WR,17.2
2014,10,29088317,1073395,4828,G. Olsen,TE,CAR,TE,11.9
2014,10,29088317,1073395,5750,D. Carpenter,K,BUF,K,7
2014,10,29088317,1073395,6881,V. Cruz,WR,FA,IR,0
2014,10,29088317,1073395,7401,R. Cobb,WR,GB,WR,11.2
2014,10,29088317,1073395,743,C. Palmer,QB,ARI,BN,7.74
2014,10,29088317,1073395,9396,A. Ellington,RB,ARI,RB,10.2
2014,10,29088317,1073395,9436,J. Randle,RB,DAL,BN,11.6
2014,10,29088318,1073361,10272,B. Sankey,RB,TEN,BN,7.7
2014,10,29088318,1073361,2336,Cowboys,D/ST,DAL,D/ST,11
2014,10,29088318,1073361,4404,D. Williams,RB,CAR,RB,2.8
2014,10,29088318,1073361,5336,J. Flacco,QB,BAL,QB,10.56
2014,10,29088318,1073361,5358,D. McFadden,RB,OAK,RB,3.6
2014,10,29088318,1073361,566,A. Johnson,WR,FA,BN,0
2014,10,29088318,1073361,6287,R. Jennings,RB,FA,BN,0
2014,10,29088318,1073361,6581,D. Thomas,WR,DEN,WR,10.8
2014,10,29088318,1073361,6688,A. Dixon,RB,BUF,BN,6.2
2014,10,29088318,1073361,8382,A. Luck,QB,IND,BN,0
2014,10,29088318,1073361,8429,M. Jones,WR,DET,IR,0
2014,10,29088318,1073361,8605,B. Quick,WR,WAS,IR,0
2014,10,29088318,1073361,9235,J. Gordon,WR,NE,BN,0
2014,10,29088318,1073361,9347,T. Williams,WR,DAL,FLEX,0
2014,10,29088318,1073361,9360,T. Kelce,TE,KC,TE,1.9
2014,10,29088318,1073361,9379,M. Wheaton,WR,PIT,WR,4.1
2014,10,29088318,1073361,9481,C. Sturgis,K,MIA,K,12
2014,10,29088318,1073420,2331,Bills,D/ST,BUF,D/ST,9
2014,10,29088318,1073420,5371,M. Ryan,QB,ATL,QB,15.66
2014,10,29088318,1073420,5381,P. Garcon,WR,SF,BN,0
2014,10,29088318,1073420,6834,J. Bell,RB,DET,RB,8.1
2014,10,29088318,1073420,7372,J. Jones,WR,ATL,WR,11.9
2014,10,29088318,1073420,7450,S. Vereen,RB,NO,BN,0
2014,10,29088318,1073420,7477,J. Cameron,TE,FA,BN,0
2014,10,29088318,1073420,7488,C. Clay,TE,MIA,TE,4.5
2014,10,29088318,1073420,7869,D. Baldwin,WR,SEA,FLEX,3.1
2014,10,29088318,1073420,8027,D. Bailey,K,DAL,K,9
2014,10,29088318,1073420,8441,T. Richardson,RB,FA,BN,0
2014,10,29088318,1073420,8485,D. Allen,TE,NE,BN,0
2014,10,29088318,1073420,8512,L. Miller,RB,MIA,RB,0.6
2014,10,29088318,1073420,9380,K. Allen,WR,LAC,BN,0
2014,10,29088318,1073420,9392,J. Hunter,WR,TEN,WR,1.7
2014,10,29088319,1075098,10243,O. Beckham,WR,NYG,WR,11.9
2014,10,29088319,1075098,10346,A. Blue,RB,HOU,BN,0
2014,10,29088319,1075098,10409,A. Williams,RB,NYG,RB,9.8
2014,10,29088319,1075098,10813,C. Parkey,K,PHI,K,9
2014,10,29088319,1075098,1178,P. Manning,QB,DEN,QB,29.6
2014,10,29088319,1075098,2330,Ravens,D/ST,BAL,D/ST,13
2014,10,29088319,1075098,3501,D. Sproles,RB,PHI,BN,14.1
2014,10,29088319,1075098,3823,R. White,WR,ATL,WR,13.2
2014,10,29088319,1075098,5346,M. Bennett,TE,CHI,TE,4.5
2014,10,29088319,1075098,6047,M. Crabtree,WR,SF,BN,6.2
2014,10,29088319,1075098,6059,P. Harvin,WR,NYJ,FLEX,5.6
2014,10,29088319,1075098,6121,M. Wallace,WR,MIA,BN,11.1
2014,10,29088319,1075098,7435,D. Murray,RB,DAL,RB,13.1
2014,10,29088319,1075098,9317,C. Patterson,WR,NE,BN,0
2014,10,29088319,1075098,9348,M. Ball,RB,FA,BN,0
2014,10,29088319,1115989,10263,J. Brown,WR,ARI,BN,13.3
2014,10,29088319,1115989,10286,J. Hill,RB,CIN,RB,4.1
2014,10,29088319,1115989,1732,L. Fitzgerald,WR,ARI,FLEX,11.2
2014,10,29088319,1115989,1956,P. Dawson,K,SF,K,10
2014,10,29088319,1115989,2161,J. Witten,TE,DAL,TE,9.3
2014,10,29088319,1115989,2352,Steelers,D/ST,PIT,D/ST,5
2014,10,29088319,1115989,2848,F. Gore,RB,SF,BN,14.3
2014,10,29088319,1115989,3864,F. Jackson,RB,BUF,BN,4.9
2014,10,29088319,1115989,4007,M. Lewis,TE,GB,IR,0
2014,10,29088319,1115989,49,49ers,D/ST,SF,BN,8
2014,10,29088319,1115989,5338,M. Forte,RB,CHI,RB,8.1
2014,10,29088319,1115989,6269,J. Edelman,WR,NE,BN,0
2014,10,29088319,1115989,6559,D. Bryant,WR,DAL,WR,27.8
2014,10,29088319,1115989,7424,C. Kaepernick,QB,SF,QB,12.8
2014,10,29088319,1115989,7582,C. Shorts,WR,JAC,WR,11.9
2014,10,29088319,1115989,8213,M. Asiata,RB,FA,BN,0
2014,10,29088320,1073358,10276,C. Sims,RB,TB,BN,2
2014,10,29088320,1073358,10519,C. Catanzaro,K,ARI,K,8
2014,10,29088320,1073358,2064,W. Welker,WR,DEN,BN,2.4
2014,10,29088320,1073358,2354,Seahawks,D/ST,SEA,D/ST,7
2014,10,29088320,1073358,2487,M. Floyd,WR,FA,BN,0
2014,10,29088320,1073358,4060,V. Davis,TE,SF,BN,0.8
2014,10,29088320,1073358,4077,J. Cutler,QB,CHI,QB,8.88
2014,10,29088320,1073358,4353,D. Walker,TE,TEN,TE,3.7
2014,10,29088320,1073358,5376,J. Stewart,RB,CAR,RB,11.9
2014,10,29088320,1073358,6660,A. Brown,WR,PIT,WR,3.4
2014,10,29088320,1073358,8219,A. Holmes,WR,OAK,FLEX,0
2014,10,29088320,1073358,8422,A. Jeffery,WR,CHI,WR,7.1
2014,10,29088320,1073358,8661,B. Rainey,RB,TB,RB,5.6
2014,10,29088320,1073358,9359,K. Davis,RB,KC,BN,-1.4
2014,10,29088320,1073358,9386,C. Michael,RB,SEA,BN,7.1
2014,10,29088320,1089754,10257,E. Ebron,TE,IND,BN,0
2014,10,29088320,1089754,10335,C. Hyde,RB,SF,BN,9.6
2014,10,29088320,1089754,10839,A. Hurns,WR,JAC,FLEX,0.9
2014,10,29088320,1089754,2337,Broncos,D/ST,DEN,D/ST,7
2014,10,29088320,1089754,309,T. Brady,QB,NE,BN,0
2014,10,29088320,1089754,4715,M. Crosby,K,GB,K,15
2014,10,29088320,1089754,5324,D. Jackson,WR,TB,BN,0
2014,10,29088320,1089754,5828,D. Woodhead,RB,FA,IR,0
2014,10,29088320,1089754,6056,J. Maclin,WR,PHI,WR,3.8
2014,10,29088320,1089754,6090,L. McCoy,RB,PHI,RB,7.7
2014,10,29088320,1089754,6619,B. LaFell,WR,OAK,BN,0
2014,10,29088320,1089754,6838,L. Blount,RB,PIT,BN,0
2014,10,29088320,1089754,7378,C. Newton,QB,CAR,QB,12.84
2014,10,29088320,1089754,7595,J. Thomas,TE,DEN,TE,18.3
2014,10,29088320,1089754,8622,K. Wright,WR,TEN,WR,5.4
2014,10,29088320,1089754,9378,L. Bell,RB,PIT,RB,6.9
2014,10,29088321,1073370,10254,K. Benjamin,WR,CAR,WR,19
2014,10,29088321,1073370,10490,I. Crowell,RB,CLE,RB,10.1
2014,10,29088321,1073370,2351,Eagles,D/ST,PHI,D/ST,31
2014,10,29088321,1073370,3058,V. Jackson,WR,TB,WR,7.5
2014,10,29088321,1073370,326,P. Rivers,QB,LAC,BN,0
2014,10,29088321,1073370,3356,A. Smith,QB,KC,QB,15.58
2014,10,29088321,1073370,3986,S. Gostkowski,K,NE,K,0
2014,10,29088321,1073370,4735,A. Bradshaw,RB,FA,BN,0
2014,10,29088321,1073370,4893,A. Peterson,RB,WAS,BN,0
2014,10,29088321,1073370,5370,E. Royal,WR,FA,BN,0
2014,10,29088321,1073370,6126,J. Cook,TE,LAR,TE,14.4
2014,10,29088321,1073370,64,A. Gates,TE,LAC,BN,0
2014,10,29088321,1073370,6641,B. Tate,RB,CLE,RB,12.1
2014,10,29088321,1073370,8432,M. Sanu,WR,CIN,FLEX,2
2014,10,29088321,1073370,8630,A. Morris,RB,SF,BN,0
2014,10,29088321,1087309,10252,M. Evans,WR,TB,FLEX,18.5
2014,10,29088321,1087309,10341,L. Taliaferro,RB,BAL,BN,1
2014,10,29088321,1087309,2240,R. Wayne,WR,FA,BN,0
2014,10,29088321,1087309,2328,Cardinals,D/ST,ARI,D/ST,25
2014,10,29088321,1087309,270,A. Boldin,WR,SF,WR,15.5
2014,10,29088321,1087309,394,B. Roethlisberger,QB,PIT,QB,13.72
2014,10,29088321,1087309,4072,M. Colston,WR,NO,BN,3.6
2014,10,29088321,1087309,4120,R. Bush,RB,DET,BN,2.5
2014,10,29088321,1087309,5349,J. Nelson,WR,GB,WR,27.2
2014,10,29088321,1087309,6610,J. Graham,TE,NO,TE,19.6
2014,10,29088321,1087309,7371,M. Ingram,RB,NO,RB,13.9
2014,10,29088321,1087309,7443,S. Ridley,RB,PIT,IR,0
2014,10,29088321,1087309,8385,M. Floyd,WR,ARI,BN,1.1
2014,10,29088321,1087309,8562,N. Foles,QB,PHI,BN,0
2014,10,29088321,1087309,9352,E. Lacy,RB,GB,RB,17.8
2014,10,29088321,1087309,9754,B. McManus,K,DEN,K,11
2014,11,29066495,1073358,10276,C. Sims,RB,TB,BN,4.4
2014,11,29066495,1073358,10519,C. Catanzaro,K,ARI,K,2
2014,11,29066495,1073358,2064,W. Welker,WR,DEN,BN,2.8
2014,11,29066495,1073358,2354,Seahawks,D/ST,SEA,D/ST,4
2014,11,29066495,1073358,2487,M. Floyd,WR,LAC,BN,10.4
2014,11,29066495,1073358,3937,G. Jennings,WR,MIN,FLEX,0.4
2014,11,29066495,1073358,4060,V. Davis,TE,SF,TE,1.1
2014,11,29066495,1073358,4077,J. Cutler,QB,CHI,QB,23.3
2014,11,29066495,1073358,4353,D. Walker,TE,TEN,BN,0
2014,11,29066495,1073358,5376,J. Stewart,RB,CAR,RB,3.9
2014,11,29066495,1073358,6660,A. Brown,WR,PIT,WR,15.1
2014,11,29066495,1073358,8422,A. Jeffery,WR,CHI,WR,19.5
2014,11,29066495,1073358,8661,B. Rainey,RB,TB,RB,0.4
2014,11,29066495,1073358,9359,K. Davis,RB,KC,BN,7.8
2014,11,29066495,1073358,9386,C. Michael,RB,SEA,BN,-0.2
2014,11,29066495,1073370,10254,K. Benjamin,WR,CAR,WR,16.9
2014,11,29066495,1073370,10490,I. Crowell,RB,CLE,BN,7.1
2014,11,29066495,1073370,2332,Panthers,D/ST,CAR,D/ST,5
2014,11,29066495,1073370,2351,Eagles,D/ST,PHI,BN,0
2014,11,29066495,1073370,3058,V. Jackson,WR,TB,WR,4.3
2014,11,29066495,1073370,326,P. Rivers,QB,LAC,QB,11.62
