season,week,match_id,team_id,player_id,player_name,player_pos,player_team,set_pos,points
2014,5,29087516,1073420,10046,K. Robinson,RB,NO,RB,15.7
2014,5,29087516,1073420,10335,C. Hyde,RB,SF,BN,4.3
2014,5,29087516,1073420,2331,Bills,D/ST,BUF,D/ST,11
2014,5,29087516,1073420,270,A. Boldin,WR,SF,BN,7.2
2014,5,29087516,1073420,4120,R. Bush,RB,DET,RB,4.3
2014,5,29087516,1073420,4286,B. Marshall,WR,CHI,WR,4.4
2014,5,29087516,1073420,4721,D. Bowe,WR,KC,BN,4.2
2014,5,29087516,1073420,5371,M. Ryan,QB,ATL,QB,14.64
2014,5,29087516,1073420,7372,J. Jones,WR,ATL,FLEX,10.5
2014,5,29087516,1073420,7477,J. Cameron,TE,CLE,BN,3.3
2014,5,29087516,1073420,8027,D. Bailey,K,DAL,K,9
2014,5,29087516,1073420,8441,T. Richardson,RB,IND,BN,4.7
2014,5,29087516,1073420,8485,D. Allen,TE,IND,TE,11.9
2014,5,29087516,1073420,8512,L. Miller,RB,HOU,BN,0
2014,5,29087516,1073420,9380,K. Allen,WR,LAC,WR,2.5
2014,5,29087517,1073358,1181,E. Manning,QB,NYG,BN,15.7
2014,5,29087517,1073358,2064,W. Welker,WR,DEN,WR,5.8
2014,5,29087517,1073358,2354,Seahawks,D/ST,SEA,D/ST,2
2014,5,29087517,1073358,3453,S. Suisham,K,PIT,K,5
2014,5,29087517,1073358,4072,M. Colston,WR,NO,BN,6.3
2014,5,29087517,1073358,4353,D. Walker,TE,TEN,TE,4.7
2014,5,29087517,1073358,4789,M. Lynch,RB,SEA,RB,17.7
2014,5,29087517,1073358,6049,K. Moreno,RB,FA,BN,0
2014,5,29087517,1073358,6636,E. Sanders,WR,DEN,FLEX,10.9
2014,5,29087517,1073358,7371,M. Ingram,RB,NO,BN,0
2014,5,29087517,1073358,7378,C. Newton,QB,CAR,QB,15.1
2014,5,29087517,1073358,7556,N. Paul,TE,WAS,BN,0.6
2014,5,29087517,1073358,8422,A. Jeffery,WR,CHI,WR,15.7
2014,5,29087517,1073358,8613,D. Martin,RB,TB,RB,7.4
2014,5,29087517,1073358,8622,K. Wright,WR,TEN,BN,21
2014,5,29087517,1115989,10263,J. Brown,WR,ARI,FLEX,0.4
2014,5,29087517,1115989,1732,L. Fitzgerald,WR,ARI,BN,5.7
2014,5,29087517,1115989,1956,P. Dawson,K,SF,K,20
2014,5,29087517,1115989,2161,J. Witten,TE,DAL,BN,5.9
2014,5,29087517,1115989,2333,Bears,D/ST,CHI,D/ST,7
2014,5,29087517,1115989,2848,F. Gore,RB,SF,RB,10.8
2014,5,29087517,1115989,3864,F. Jackson,RB,BUF,BN,12.8
2014,5,29087517,1115989,4404,D. Williams,RB,FA,BN,0
2014,5,29087517,1115989,49,49ers,D/ST,SF,BN,3
2014,5,29087517,1115989,5338,M. Forte,RB,CHI,RB,20.6
2014,5,29087517,1115989,6269,J. Edelman,WR,NE,WR,3.5
2014,5,29087517,1115989,6559,D. Bryant,WR,DAL,WR,14.5
2014,5,29087517,1115989,7424,C. Kaepernick,QB,SF,QB,13.84
2014,5,29087517,1115989,7582,C. Shorts,WR,FA,BN,0
2014,5,29087517,1115989,8490,C. Fleener,TE,IND,TE,3
2014,5,29087517,1115989,9305,T. Eifert,TE,CIN,IR,0
2014,5,29087518,1073671,10305,A. Robinson,WR,JAC,BN,5.1
2014,5,29087518,1073671,2074,A. Vinatieri,K,IND,K,8
2014,5,29087518,1073671,2332,Panthers,D/ST,CAR,D/ST,18
2014,5,29087518,1073671,3769,H. Miller,TE,PIT,TE,4.6
2014,5,29087518,1073671,4420,M. Austin,WR,CLE,FLEX,5.4
2014,5,29087518,1073671,4672,J. Jones,WR,FA,BN,0
2014,5,29087518,1073671,6038,M. Stafford,QB,DET,QB,12.04
2014,5,29087518,1073671,6064,D. Brown,RB,LAC,BN,3
2014,5,29087518,1073671,6303,A. Foster,RB,HOU,RB,29.2
2014,5,29087518,1073671,6603,E. Decker,WR,FA,BN,0
2014,5,29087518,1073671,6641,B. Tate,RB,CLE,BN,12.1
2014,5,29087518,1073671,6759,D. Pitta,TE,FA,IR,0
2014,5,29087518,1073671,6957,C. Ivory,RB,NYJ,RB,4.4
2014,5,29087518,1073671,7369,A. Green,WR,CIN,WR,12.1
2014,5,29087518,1073671,7404,A. Dalton,QB,CIN,BN,17.76
2014,5,29087518,1073671,8493,T. Hilton,WR,IND,WR,9
2014,5,29087518,1087309,10252,M. Evans,WR,TB,BN,0
2014,5,29087518,1087309,10341,L. Taliaferro,RB,BAL,BN,1.8
2014,5,29087518,1087309,2351,Eagles,D/ST,PHI,D/ST,22
2014,5,29087518,1087309,2359,Redskins,D/ST,WAS,BN,3
2014,5,29087518,1087309,4077,J. Cutler,QB,CHI,QB,21.76
2014,5,29087518,1087309,5349,J. Nelson,WR,GB,WR,12.6
2014,5,29087518,1087309,5370,E. Royal,WR,LAC,FLEX,4
2014,5,29087518,1087309,5381,P. Garcon,WR,WAS,BN,2.3
2014,5,29087518,1087309,64,A. Gates,TE,LAC,TE,18
2014,5,29087518,1087309,7443,S. Ridley,RB,NE,BN,17.3
2014,5,29087518,1087309,8213,M. Asiata,RB,MIN,RB,5.2
2014,5,29087518,1087309,8385,M. Floyd,WR,ARI,WR,0.7
2014,5,29087518,1087309,8608,G. Zuerlein,K,LAR,K,4
2014,5,29087518,1087309,8630,A. Morris,RB,WAS,BN,2.7
2014,5,29087518,1087309,9352,E. Lacy,RB,GB,RB,25.2
2014,5,29087518,1087309,9386,C. Michael,RB,FA,BN,0
2014,5,29087519,1073363,10242,B. Cooks,WR,NO,WR,7.1
2014,5,29087519,1073363,2352,Steelers,D/ST,PIT,D/ST,15
2014,5,29087519,1073363,325,D. Brees,QB,NO,QB,16.74
2014,5,29087519,1073363,387,T. Romo,QB,DAL,BN,18.96
2014,5,29087519,1073363,5277,P. Thomas,RB,NO,BN,23.2
2014,5,29087519,1073363,5408,J. Forsett,RB,BAL,RB,15.7
2014,5,29087519,1073363,5443,J. Charles,RB,KC,RB,8.4
2014,5,29087519,1073363,6568,R. Mathews,RB,FA,BN,0
2014,5,29087519,1073363,6642,G. Tate,WR,DET,FLEX,19.4
2014,5,29087519,1073363,6660,A. Brown,WR,PIT,WR,8.4
2014,5,29087519,1073363,7444,K. Rudolph,TE,MIN,BN,0
2014,5,29087519,1073363,8663,J. Tucker,K,BAL,K,9
2014,5,29087519,1073363,9317,C. Patterson,WR,MIN,BN,0.8
2014,5,29087519,1073363,9359,K. Davis,RB,KC,BN,0.6
2014,5,29087519,1073363,9376,Z. Ertz,TE,PHI,TE,3.9
2014,5,29087519,1107405,2340,Texans,D/ST,HOU,D/ST,8
2014,5,29087519,1107405,394,B. Roethlisberger,QB,PIT,BN,12.72
2014,5,29087519,1107405,429,S. Jackson,RB,ATL,BN,13.4
2014,5,29087519,1107405,4671,C. Johnson,WR,DET,FLEX,0.7
2014,5,29087519,1107405,5700,S. Hauschka,K,SEA,K,11
2014,5,29087519,1107405,6102,S. Greene,RB,TEN,BN,3.6
2014,5,29087519,1107405,6578,C. Spiller,RB,BUF,RB,3.3
2014,5,29087519,1107405,6611,R. Gronkowski,TE,NE,TE,16
2014,5,29087519,1107405,7348,A. Hawkins,WR,CLE,BN,2.7
2014,5,29087519,1107405,7447,T. Smith,WR,BAL,WR,3.8
2014,5,29087519,1107405,7488,C. Clay,TE,BUF,BN,0
2014,5,29087519,1107405,8542,R. Randle,WR,NYG,BN,9.3
2014,5,29087519,1107405,8598,R. Wilson,QB,SEA,QB,34.24
2014,5,29087519,1107405,9311,D. Hopkins,WR,HOU,WR,6.3
2014,5,29087519,1107405,9341,G. Bernard,RB,CIN,RB,7.2
2014,6,29087740,1073361,10272,B. Sankey,RB,TEN,RB,6.8
2014,6,29087740,1073361,10286,J. Hill,RB,CIN,BN,9.5
2014,6,29087740,1073361,2334,Bengals,D/ST,CIN,D/ST,1
2014,6,29087740,1073361,3415,N. Novak,K,LAC,K,7
2014,6,29087740,1073361,4040,O. Daniels,TE,BAL,TE,3.4
2014,6,29087740,1073361,566,A. Johnson,WR,HOU,BN,13.9
2014,6,29087740,1073361,6287,R. Jennings,RB,FA,BN,0
2014,6,29087740,1073361,6581,D. Thomas,WR,DEN,WR,18.4
2014,6,29087740,1073361,8382,A. Luck,QB,IND,QB,24.6
2014,6,29087740,1073361,8429,M. Jones,WR,DET,BN,0
2014,6,29087740,1073361,8605,B. Quick,WR,LAR,FLEX,1
2014,6,29087740,1073361,9235,J. Gordon,WR,NE,BN,0
2014,6,29087740,1073361,9347,T. Williams,WR,DAL,WR,7
2014,6,29087740,1073361,9360,T. Kelce,TE,KC,BN,0
2014,6,29087740,1073361,9539,Z. Stacy,RB,LAR,RB,3.4
2014,6,29087740,1075098,10243,O. Beckham,WR,NYG,BN,2.8
2014,6,29087740,1075098,10289,T. West,RB,FA,BN,0
2014,6,29087740,1075098,10409,A. Williams,RB,NYG,RB,5.9
2014,6,29087740,1075098,10813,C. Parkey,K,PHI,K,10
2014,6,29087740,1075098,1178,P. Manning,QB,DEN,QB,21.48
2014,6,29087740,1075098,2339,Packers,D/ST,GB,D/ST,7
2014,6,29087740,1075098,3501,D. Sproles,RB,PHI,BN,9.9
2014,6,29087740,1075098,3823,R. White,WR,ATL,WR,4
2014,6,29087740,1075098,5346,M. Bennett,TE,CHI,TE,7.2
2014,6,29087740,1075098,6047,M. Crabtree,WR,SF,BN,10.9
2014,6,29087740,1075098,6059,P. Harvin,WR,SEA,WR,-0.1
2014,6,29087740,1075098,6121,M. Wallace,WR,MIA,FLEX,12.7
2014,6,29087740,1075098,7435,D. Murray,RB,DAL,RB,20.6
2014,6,29087740,1075098,9196,L. Donnell,TE,NYG,BN,0.6
2014,6,29087740,1075098,9348,M. Ball,RB,FA,BN,0
2014,6,29087741,1087309,10252,M. Evans,WR,TB,BN,11.5
2014,6,29087741,1087309,2240,R. Wayne,WR,IND,FLEX,3.5
2014,6,29087741,1087309,2358,Titans,D/ST,TEN,D/ST,11
2014,6,29087741,1087309,2376,M. Bryant,K,ATL,K,11
2014,6,29087741,1087309,4077,J. Cutler,QB,CHI,QB,21.64
2014,6,29087741,1087309,5349,J. Nelson,WR,GB,WR,16.7
2014,6,29087741,1087309,5381,P. Garcon,WR,WAS,WR,9.1
2014,6,29087741,1087309,6610,J. Graham,TE,GB,BN,0
2014,6,29087741,1087309,7443,S. Ridley,RB,NE,BN,2.9
2014,6,29087741,1087309,8213,M. Asiata,RB,MIN,RB,1.3
2014,6,29087741,1087309,8385,M. Floyd,WR,ARI,BN,10.7
2014,6,29087741,1087309,9352,E. Lacy,RB,GB,RB,4
2014,6,29087741,1087309,9359,K. Davis,RB,FA,BN,0
2014,6,29087741,1087309,9386,C. Michael,RB,FA,BN,0
2014,6,29087741,1087309,9984,T. Wright,TE,NE,TE,6.1
2014,6,29087741,1089754,10257,E. Ebron,TE,DET,BN,2.3
2014,6,29087741,1089754,10318,J. Matthews,WR,PHI,BN,5
2014,6,29087741,1089754,10356,S. Johnson,RB,JAC,BN,7.7
2014,6,29087741,1089754,1522,S. Smith,WR,BAL,WR,17
2014,6,29087741,1089754,2337,Broncos,D/ST,DEN,D/ST,15
2014,6,29087741,1089754,309,T. Brady,QB,NE,BN,30.74
2014,6,29087741,1089754,4715,M. Crosby,K,GB,K,10
2014,6,29087741,1089754,5324,D. Jackson,WR,WAS,FLEX,18
2014,6,29087741,1089754,5828,D. Woodhead,RB,FA,IR,0
2014,6,29087741,1089754,6056,J. Maclin,WR,PHI,WR,1.6
2014,6,29087741,1089754,6090,L. McCoy,RB,PHI,RB,15.4
2014,6,29087741,1089754,6619,B. LaFell,WR,NE,BN,21.7
2014,6,29087741,1089754,6838,L. Blount,RB,PIT,BN,2.7
2014,6,29087741,1089754,7595,J. Thomas,TE,DEN,TE,17.1
2014,6,29087741,1089754,8562,N. Foles,QB,PHI,QB,14.42
2014,6,29087741,1089754,9378,L. Bell,RB,PIT,RB,10.5
2014,6,29087742,1073363,10242,B. Cooks,WR,LAR,BN,0
2014,6,29087742,1073363,10295,D. Adams,WR,GB,BN,7.7
2014,6,29087742,1073363,2352,Steelers,D/ST,PIT,D/ST,2
2014,6,29087742,1073363,325,D. Brees,QB,NO,BN,0
2014,6,29087742,1073363,387,T. Romo,QB,DAL,QB,15.9
2014,6,29087742,1073363,4789,M. Lynch,RB,SEA,BN,6.2
2014,6,29087742,1073363,5277,P. Thomas,RB,FA,BN,0
2014,6,29087742,1073363,5408,J. Forsett,RB,BAL,RB,11.1
2014,6,29087742,1073363,5443,J. Charles,RB,FA,BN,0
2014,6,29087742,1073363,6568,R. Mathews,RB,FA,BN,0
2014,6,29087742,1073363,6636,E. Sanders,WR,DEN,BN,3.8
2014,6,29087742,1073363,6642,G. Tate,WR,DET,FLEX,4.4
2014,6,29087742,1073363,8663,J. Tucker,K,BAL,K,14
2014,6,29087742,1073363,9317,C. Patterson,WR,MIN,WR,1.7
2014,6,29087742,1073363,9376,Z. Ertz,TE,PHI,TE,10.7
2014,6,29087742,1073370,10254,K. Benjamin,WR,CAR,WR,10.9
2014,6,29087742,1073370,10490,I. Crowell,RB,CLE,BN,11.7
2014,6,29087742,1073370,2351,Eagles,D/ST,PHI,BN,20
2014,6,29087742,1073370,2353,Chargers,D/ST,LAC,D/ST,2
2014,6,29087742,1073370,3058,V. Jackson,WR,TB,WR,6.6
2014,6,29087742,1073370,326,P. Rivers,QB,LAC,QB,25.82
2014,6,29087742,1073370,3986,S. Gostkowski,K,NE,K,17
2014,6,29087742,1073370,4735,A. Bradshaw,RB,IND,BN,11.9
2014,6,29087742,1073370,4893,A. Peterson,RB,WAS,BN,0
2014,6,29087742,1073370,5370,E. Royal,WR,LAC,BN,10.9
2014,6,29087742,1073370,64,A. Gates,TE,LAC,TE,8.7
2014,6,29087742,1073370,6432,A. Smith,RB,ATL,BN,12.9
2014,6,29087742,1073370,6641,B. Tate,RB,CLE,RB,19.8
2014,6,29087742,1073370,8432,M. Sanu,WR,CIN,FLEX,18
2014,6,29087742,1073370,8630,A. Morris,RB,WAS,RB,5.5
2014,6,29087743,1107405,2340,Texans,D/ST,HOU,D/ST,12
2014,6,29087743,1107405,394,B. Roethlisberger,QB,PIT,BN,11.82
2014,6,29087743,1107405,429,S. Jackson,RB,ATL,BN,2.5
2014,6,29087743,1107405,4671,C. Johnson,WR,FA,BN,0
2014,6,29087743,1107405,5700,S. Hauschka,K,SEA,K,12
2014,6,29087743,1107405,6102,S. Greene,RB,FA,BN,0
2014,6,29087743,1107405,6578,C. Spiller,RB,BUF,RB,-0.1
2014,6,29087743,1107405,6611,R. Gronkowski,TE,NE,TE,9.4
2014,6,29087743,1107405,7348,A. Hawkins,WR,CLE,BN,0
2014,6,29087743,1107405,7447,T. Smith,WR,BAL,WR,17.1
2014,6,29087743,1107405,7488,C. Clay,TE,MIA,BN,3.5
2014,6,29087743,1107405,8542,R. Randle,WR,NYG,FLEX,5.8
2014,6,29087743,1107405,8598,R. Wilson,QB,SEA,QB,10.24
2014,6,29087743,1107405,9311,D. Hopkins,WR,HOU,WR,1.2
2014,6,29087743,1107405,9341,G. Bernard,RB,CIN,RB,21.7
2014,6,29087743,1115989,10263,J. Brown,WR,ARI,BN,4.3
2014,6,29087743,1115989,1732,L. Fitzgerald,WR,ARI,FLEX,15.8
2014,6,29087743,1115989,1956,P. Dawson,K,SF,K,9
2014,6,29087743,1115989,2161,J. Witten,TE,DAL,TE,8.4
2014,6,29087743,1115989,2333,Bears,D/ST,CHI,BN,10
2014,6,29087743,1115989,2848,F. Gore,RB,SF,RB,3.8
2014,6,29087743,1115989,3864,F. Jackson,RB,BUF,BN,10.3
2014,6,29087743,1115989,4404,D. Williams,RB,FA,BN,0
2014,6,29087743,1115989,49,49ers,D/ST,SF,D/ST,14
2014,6,29087743,1115989,5338,M. Forte,RB,CHI,RB,27.7
2014,6,29087743,1115989,6269,J. Edelman,WR,NE,WR,10.1
2014,6,29087743,1115989,6559,D. Bryant,WR,DAL,WR,6.3
2014,6,29087743,1115989,7424,C. Kaepernick,QB,SF,QB,29.42
2014,6,29087743,1115989,7582,C. Shorts,WR,JAC,BN,8.3
2014,6,29087743,1115989,8490,C. Fleener,TE,IND,BN,7.1
2014,6,29087743,1115989,9305,T. Eifert,TE,CIN,IR,0
2014,6,29087744,1073358,10519,C. Catanzaro,K,ARI,K,13
2014,6,29087744,1073358,1181,E. Manning,QB,NYG,QB,6.34
2014,6,29087744,1073358,2064,W. Welker,WR,DEN,BN,0.8
2014,6,29087744,1073358,2354,Seahawks,D/ST,SEA,D/ST,10
2014,6,29087744,1073358,4072,M. Colston,WR,FA,BN,0
2014,6,29087744,1073358,4150,D. Hester,WR,ATL,FLEX,2.3
2014,6,29087744,1073358,4353,D. Walker,TE,TEN,TE,5.7
2014,6,29087744,1073358,6049,K. Moreno,RB,MIA,RB,1.8
2014,6,29087744,1073358,6660,A. Brown,WR,PIT,BN,11.6
2014,6,29087744,1073358,7371,M. Ingram,RB,NO,BN,0
2014,6,29087744,1073358,7378,C. Newton,QB,CAR,BN,34.06
2014,6,29087744,1073358,8422,A. Jeffery,WR,CHI,WR,13.6
2014,6,29087744,1073358,8613,D. Martin,RB,TB,BN,4.8
2014,6,29087744,1073358,8622,K. Wright,WR,TEN,BN,0.6
2014,6,29087744,1073358,8661,B. Rainey,RB,TB,BN,4.2
2014,6,29087744,1073420,10046,K. Robinson,RB,FA,BN,0
2014,6,29087744,1073420,10335,C. Hyde,RB,SF,BN,1.5
2014,6,29087744,1073420,2331,Bills,D/ST,BUF,D/ST,1
2014,6,29087744,1073420,270,A. Boldin,WR,SF,BN,15.4
2014,6,29087744,1073420,4120,R. Bush,RB,FA,BN,0
2014,6,29087744,1073420,4286,B. Marshall,WR,CHI,WR,11.3
2014,6,29087744,1073420,4721,D. Bowe,WR,FA,BN,0
2014,6,29087744,1073420,5371,M. Ryan,QB,ATL,QB,12.74
2014,6,29087744,1073420,7372,J. Jones,WR,ATL,WR,6.9
2014,6,29087744,1073420,7477,J. Cameron,TE,CLE,FLEX,16.2
2014,6,29087744,1073420,8027,D. Bailey,K,DAL,K,15
2014,6,29087744,1073420,8441,T. Richardson,RB,IND,RB,10.1
2014,6,29087744,1073420,8485,D. Allen,TE,IND,TE,4.9
2014,6,29087744,1073420,8512,L. Miller,RB,MIA,RB,13.3
2014,6,29087744,1073420,9380,K. Allen,WR,LAC,BN,2.7
2014,6,29087745,1073395,10310,J. McKinnon,RB,MIN,BN,8.2
2014,6,29087745,1073395,10445,D. Thomas,WR,KC,BN,0
2014,6,29087745,1073395,10812,B. Oliver,RB,LAC,RB,18.4
2014,6,29087745,1073395,10839,A. Hurns,WR,JAC,BN,1.8
2014,6,29087745,1073395,2338,Lions,D/ST,DET,D/ST,21
2014,6,29087745,1073395,3452,A. Rodgers,QB,GB,QB,25.96
2014,6,29087745,1073395,4828,G. Olsen,TE,CAR,TE,12.2
2014,6,29087745,1073395,6834,J. Bell,RB,DET,BN,15.7
2014,6,29087745,1073395,6881,V. Cruz,WR,NYG,WR,1.6
2014,6,29087745,1073395,7401,R. Cobb,WR,GB,WR,11.9
2014,6,29087745,1073395,7450,S. Vereen,RB,NE,BN,0.7
2014,6,29087745,1073395,8524,B. Walsh,K,MIN,K,4
2014,6,29087745,1073395,9379,M. Wheaton,WR,PIT,BN,3.3
2014,6,29087745,1073395,9392,J. Hunter,WR,TEN,FLEX,7.7
2014,6,29087745,1073395,9396,A. Ellington,RB,ARI,RB,9.3
2014,6,29087745,1073671,10256,S. Watkins,WR,BUF,FLEX,2.7
2014,6,29087745,1073671,2074,A. Vinatieri,K,IND,K,9
2014,6,29087745,1073671,2332,Panthers,D/ST,CAR,D/ST,4
2014,6,29087745,1073671,3769,H. Miller,TE,PIT,TE,1.9
2014,6,29087745,1073671,4060,V. Davis,TE,SF,BN,3
2014,6,29087745,1073671,4420,M. Austin,WR,CLE,BN,2.9
2014,6,29087745,1073671,4672,J. Jones,WR,OAK,WR,11.6
2014,6,29087745,1073671,6038,M. Stafford,QB,DET,QB,11.5
2014,6,29087745,1073671,6303,A. Foster,RB,HOU,RB,26.1
2014,6,29087745,1073671,6603,E. Decker,WR,NYJ,BN,11.4
2014,6,29087745,1073671,6759,D. Pitta,TE,FA,IR,0
2014,6,29087745,1073671,6957,C. Ivory,RB,NYJ,RB,2.1
2014,6,29087745,1073671,7369,A. Green,WR,CIN,BN,0
2014,6,29087745,1073671,7404,A. Dalton,QB,CIN,BN,19.42
2014,6,29087745,1073671,8456,R. Hillman,RB,DEN,BN,11.6
2014,6,29087745,1073671,8493,T. Hilton,WR,IND,WR,28.3
2014,7,29066473,1073370,10254,K. Benjamin,WR,CAR,WR,12.1
2014,7,29066473,1073370,10490,I. Crowell,RB,CLE,BN,2.3
2014,7,29066473,1073370,2351,Eagles,D/ST,PHI,BN,0
2014,7,29066473,1073370,2353,Chargers,D/ST,LAC,D/ST,3
2014,7,29066473,1073370,3058,V. Jackson,WR,FA,BN,0
2014,7,29066473,1073370,326,P. Rivers,QB,LAC,QB,14.2
2014,7,29066473,1073370,3986,S. Gostkowski,K,NE,K,9
2014,7,29066473,1073370,4735,A. Bradshaw,RB,IND,BN,18.8
2014,7,29066473,1073370,4893,A. Peterson,RB,WAS,BN,0
2014,7,29066473,1073370,5370,E. Royal,WR,LAC,WR,2
2014,7,29066473,1073370,64,A. Gates,TE,LAC,TE,12.1
2014,7,29066473,1073370,6432,A. Smith,RB,ATL,BN,0.9
2014,7,29066473,1073370,6641,B. Tate,RB,CLE,RB,3.4
2014,7,29066473,1073370,8432,M. Sanu,WR,CIN,FLEX,5.4
2014,7,29066473,1073370,8630,A. Morris,RB,WAS,RB,5.4
2014,7,29066473,1073671,10256,S. Watkins,WR,BUF,BN,24.2
2014,7,29066473,1073671,2074,A. Vinatieri,K,IND,K,11
2014,7,29066473,1073671,2335,Browns,D/ST,CLE,D/ST,8
2014,7,29066473,1073671,3769,H. Miller,TE,PIT,BN,1.3
2014,7,29066473,1073671,4060,V. Davis,TE,SF,TE,2.1
2014,7,29066473,1073671,4420,M. Austin,WR,CLE,BN,5.3
2014,7,29066473,1073671,4672,J. Jones,WR,OAK,WR,3.5
2014,7,29066473,1073671,6038,M. Stafford,QB,DET,QB,16.06
2014,7,29066473,1073671,6303,A. Foster,RB,HOU,RB,15.5
2014,7,29066473,1073671,6603,E. Decker,WR,NYJ,FLEX,6.5
2014,7,29066473,1073671,6759,D. Pitta,TE,FA,IR,0
2014,7,29066473,1073671,6957,C. Ivory,RB,NYJ,BN,18.5
2014,7,29066473,1073671,7369,A. Green,WR,CIN,BN,0
2014,7,29066473,1073671,7404,A. Dalton,QB,CIN,BN,5.04
2014,7,29066473,1073671,8456,R. Hillman,RB,DEN,RB,22.3
2014,7,29066473,1073671,8493,T. Hilton,WR,IND,WR,10.7
2014,7,29088218,1087309,10252,M. Evans,WR,TB,BN,0
2014,7,29088218,1087309,2240,R. Wayne,WR,IND,BN,1.5
2014,7,29088218,1087309,2336,Cowboys,D/ST,DAL,D/ST,4
2014,7,29088218,1087309,4077,J. Cutler,QB,CHI,QB,7.9
2014,7,29088218,1087309,4120,R. Bush,RB,DET,RB,3.2
2014,7,29088218,1087309,5349,J. Nelson,WR,GB,WR,14
2014,7,29088218,1087309,6610,J. Graham,TE,NO,FLEX,0
2014,7,29088218,1087309,7443,S. Ridley,RB,PIT,IR,0
2014,7,29088218,1087309,8213,M. Asiata,RB,MIN,BN,3.7
2014,7,29088218,1087309,8385,M. Floyd,WR,ARI,WR,10.7
2014,7,29088218,1087309,9114,B. Bolden,RB,NE,BN,0.4
2014,7,29088218,1087309,9196,L. Donnell,TE,NYG,BN,5
2014,7,29088218,1087309,9352,E. Lacy,RB,GB,RB,13.3
2014,7,29088218,1087309,9359,K. Davis,RB,KC,BN,3.6
2014,7,29088218,1087309,9386,C. Michael,RB,SEA,BN,0.5
2014,7,29088218,1087309,9754,B. McManus,K,DEN,K,6
2014,7,29088218,1087309,9984,T. Wright,TE,FA,TE,0
2014,7,29088218,1115989,10263,J. Brown,WR,ARI,BN,4.1
2014,7,29088218,1115989,1732,L. Fitzgerald,WR,ARI,BN,2.1
2014,7,29088218,1115989,1956,P. Dawson,K,SF,K,5
2014,7,29088218,1115989,2161,J. Witten,TE,DAL,TE,2.7
2014,7,29088218,1115989,2333,Bears,D/ST,CHI,D/ST,4
2014,7,29088218,1115989,2848,F. Gore,RB,SF,RB,2
2014,7,29088218,1115989,3864,F. Jackson,RB,BUF,BN,2.8
2014,7,29088218,1115989,4404,D. Williams,RB,FA,BN,0
2014,7,29088218,1115989,49,49ers,D/ST,SF,BN,1
2014,7,29088218,1115989,5338,M. Forte,RB,CHI,RB,22.9
2014,7,29088218,1115989,6269,J. Edelman,WR,NE,WR,5.2
2014,7,29088218,1115989,6559,D. Bryant,WR,DAL,WR,15.1
2014,7,29088218,1115989,7424,C. Kaepernick,QB,SF,QB,14.32
2014,7,29088218,1115989,7582,C. Shorts,WR,JAC,FLEX,1.2
2014,7,29088218,1115989,8490,C. Fleener,TE,IND,BN,6.4
2014,7,29088218,1115989,9305,T. Eifert,TE,CIN,IR,0
2014,7,29088219,1073363,10242,B. Cooks,WR,NO,WR,2.3
2014,7,29088219,1073363,10295,D. Adams,WR,GB,BN,8.1
2014,7,29088219,1073363,2328,Cardinals,D/ST,ARI,D/ST,5
2014,7,29088219,1073363,325,D. Brees,QB,NO,BN,20.98
2014,7,29088219,1073363,387,T. Romo,QB,DAL,QB,21.66
2014,7,29088219,1073363,4040,O. Daniels,TE,BAL,TE,11.8
2014,7,29088219,1073363,4789,M. Lynch,RB,SEA,RB,7.1
2014,7,29088219,1073363,5277,P. Thomas,RB,NO,BN,3
2014,7,29088219,1073363,5408,J. Forsett,RB,BAL,BN,9.5
2014,7,29088219,1073363,5443,J. Charles,RB,KC,RB,16.7
2014,7,29088219,1073363,6568,R. Mathews,RB,FA,BN,0
2014,7,29088219,1073363,6636,E. Sanders,WR,DEN,WR,10.1
2014,7,29088219,1073363,6642,G. Tate,WR,DET,FLEX,21.4
2014,7,29088219,1073363,8663,J. Tucker,K,BAL,K,9
2014,7,29088219,1073363,9376,Z. Ertz,TE,PHI,BN,0
2014,7,29088219,1075098,10243,O. Beckham,WR,NYG,FLEX,16.7
2014,7,29088219,1075098,10280,T. Mason,RB,LAR,BN,14.5
2014,7,29088219,1075098,10409,A. Williams,RB,NYG,RB,5.1
2014,7,29088219,1075098,1178,P. Manning,QB,DEN,QB,28.62
2014,7,29088219,1075098,2339,Packers,D/ST,GB,D/ST,6
2014,7,29088219,1075098,3501,D. Sproles,RB,PHI,BN,0
2014,7,29088219,1075098,3823,R. White,WR,ATL,BN,16
2014,7,29088219,1075098,4221,M. Prater,K,DET,K,6
2014,7,29088219,1075098,5346,M. Bennett,TE,CHI,TE,5.8
2014,7,29088219,1075098,6047,M. Crabtree,WR,SF,WR,2.7
2014,7,29088219,1075098,6059,P. Harvin,WR,FA,BN,0
2014,7,29088219,1075098,6121,M. Wallace,WR,MIA,WR,11
2014,7,29088219,1075098,7435,D. Murray,RB,DAL,RB,19.2
2014,7,29088219,1075098,9317,C. Patterson,WR,MIN,BN,7.2
2014,7,29088219,1075098,9348,M. Ball,RB,FA,BN,0
2014,7,29088220,1073420,10046,K. Robinson,RB,NO,BN,0.6
2014,7,29088220,1073420,2331,Bills,D/ST,BUF,D/ST,10
2014,7,29088220,1073420,2487,M. Floyd,WR,LAC,WR,5
2014,7,29088220,1073420,5371,M. Ryan,QB,ATL,QB,11.82
2014,7,29088220,1073420,5381,P. Garcon,WR,WAS,BN,14.7
