team_id,season,week,team_id_opp,matchup_type,result,score_team,score_opp
1075098,2016,14,1073361,Playoff Game,L,80.16,106.64
1075098,2016,2,1073395,Division Game,W,83.36,78.82
1075098,2016,3,1073358,Non-Division Game,W,108.86,71.14
1075098,2016,4,1073671,Division Game,W,75.98,60.68
1075098,2016,5,1089754,Division Game,W,110.36,105.66
1075098,2016,6,1087309,Division Game,W,104.44,80.82
1075098,2016,7,1073420,Non-Division Game,L,68.76,112.82
1075098,2016,8,1073361,Division Game,L,97,104.7
1075098,2016,9,1073395,Division Game,L,84.64,98.98
1075098,2017,1,1087309,Division Game Commish Edit,W,113.8,87.48
1075098,2017,10,1073370,Non-Division Game,L,65.18,76.06
1075098,2017,11,1073671,Division Game,L,85.96,107.3
1075098,2017,12,1073395,Division Game,W,86.24,63.88
1075098,2017,13,1073361,Division Game,W,93,80.96
1075098,2017,14,1115989,Consolation Game,W,89.1,76.14
1075098,2017,15,1073395,Consolation Game,L,94.64,104.32
1075098,2017,16,1073370,Consolation Game,W,94.88,25.1
1075098,2017,2,1089754,Division Game,L,70.46,91.54
1075098,2017,3,1107405,Non-Division Game,W,117.62,93.22
1075098,2017,4,1073671,Division Game,L,83.68,99.92
1075098,2017,5,1073395,Division Game,L,82.66,110.54
1075098,2017,6,1073361,Division Game,W,77.84,75.7
1075098,2017,7,1073363,Non-Division Game,L,91.66,97.04
1075098,2017,8,1087309,Division Game,L,65.3,70.82
1075098,2017,9,1089754,Division Game,L,80.78,122.64
1075098,2018,1,1073361,Division Game,W,102.94,69.64
1075098,2018,2,1073395,Division Game,W,106.84,62.14
1075098,2018,3,1073358,Non-Division Game,W,102.24,97.74
1087309,2014,1,1075098,Division Game,L,96.76,102.76
1087309,2014,10,1073370,Non-Division Game,W,162.22,111.68
1087309,2014,11,1073361,Division Game,W,115.58,76.22
1087309,2014,12,1073671,Division Game,W,98.04,71.46
1087309,2014,13,1089754,Division Game,L,91.8,137
1087309,2014,15,1073671,Consolation Game,W,87.7,42.92
1087309,2014,16,1073358,Consolation Game,L,78.9,81.8
1087309,2014,2,1073395,Division Game,W,108.46,83.04
1087309,2014,3,1073363,Non-Division Game,L,74.5,100.02
1087309,2014,4,1073361,Division Game,L,102.14,105.92
1087309,2014,5,1073671,Division Game,W,113.46,102.74
1087309,2014,6,1089754,Division Game,L,84.34,119.02
1087309,2014,7,1115989,Non-Division Game,L,59.1,72.42
1087309,2014,8,1075098,Division Game,L,93.84,98.44
1087309,2014,9,1073395,Division Game,W,88.76,73.26
1087309,2015,1,1075098,Division Game,W,116.04,63.9
1087309,2015,10,1107405,Non-Division Game,L,86.42,89.66
1087309,2015,11,1073361,Division Game,L,51.38,107.42
1087309,2015,12,1073671,Division Game,L,61.84,110.92
1087309,2015,13,1089754,Division Game,L,53.56,103.6
1087309,2015,14,1073420,Consolation Game,W,93.72,82.06
1087309,2015,15,1073671,Consolation Game,L,97.4,104.74
1087309,2015,16,1073395,Consolation Game,W,149.1,87.44
1087309,2015,2,1073395,Division Game,L,57.3,96.06
1087309,2015,3,1073358,Non-Division Game,W,119.38,75.34
1087309,2015,4,1073361,Division Game,L,65.56,92.84
1087309,2015,5,1073671,Division Game,L,78.46,82.7
1087309,2015,6,1089754,Division Game,L,95.82,136.02
1087309,2015,7,1073420,Non-Division Game,L,94.28,107.14
1087309,2015,8,1075098,Division Game,L,74,104.98
1087309,2015,9,1073395,Division Game,L,96.14,97.56
1087309,2016,1,1089754,Division Game,W,135.44,135.2
1087309,2016,10,1073363,Non-Division Game,W,93.74,78.14
1087309,2016,11,1073361,Division Game,W,100.1,98.68
1087309,2016,12,1073395,Division Game,W,160.24,87.42
1087309,2016,13,1075098,Division Game,W,86.06,81.7
1087309,2016,14,1089754,Playoff Game,L,64.04,117.02
1087309,2016,2,1073671,Division Game,W,86.06,81.16
1087309,2016,3,1073370,Non-Division Game,L,85.48,101.18
1087309,2016,4,1073361,Division Game,W,118.1,109.46
1087309,2016,5,1073395,Division Game,L,90.28,108.26
1087309,2016,6,1075098,Division Game,L,80.82,104.44
1087309,2016,7,1115989,Non-Division Game,W,112.68,87.22
1087309,2016,8,1089754,Division Game,W,76.1,67.2
1087309,2016,9,1073671,Division Game,W,165.68,79.22
1087309,2017,1,1075098,Division Game Commish Edit,L,87.48,113.8
1087309,2017,10,1107405,Non-Division Game,L,72.74,104.92
1087309,2017,11,1073361,Division Game,W,91.6,78.26
1087309,2017,12,1073671,Division Game,W,93.86,70.04
1087309,2017,13,1089754,Division Game,L,77.9,96.96
1087309,2017,15,1089754,Playoff Game,W,88.18,86.78
1087309,2017,16,1073363,Championship,W,94.46,60.1
1087309,2017,2,1073395,Division Game,W,97.68,96.22
1087309,2017,3,1073358,Non-Division Game,W,136.02,93.1
1087309,2017,4,1073361,Division Game,W,96.58,87.08
1087309,2017,5,1073671,Division Game,W,114.82,81.3
1087309,2017,6,1089754,Division Game,W,126.58,87.88
1087309,2017,7,1073420,Non-Division Game,W,96.86,79.92
1087309,2017,8,1075098,Division Game,W,70.82,65.3
1087309,2017,9,1073395,Division Game,W,89.46,62
1087309,2018,1,1089754,Division Game,W,128.9,71.24
1087309,2018,2,1073671,Division Game,L,116.34,118.62
1087309,2018,3,1073370,Non-Division Game,L,76.94,82.76
1089754,2014,1,1073671,Division Game,W,120.38,99.54
1089754,2014,10,1073358,Non-Division Game,W,77.84,55.58
1089754,2014,11,1073395,Division Game,L,92.38,92.74
1089754,2014,12,1073361,Division Game,L,76.26,111.52
1089754,2014,13,1087309,Division Game,W,137,91.8
1089754,2014,15,1073358,Consolation Game,L,88.28,104.76
1089754,2014,16,1073671,Consolation Game,W,86.48,36.92
1089754,2014,2,1075098,Division Game,L,89.74,94.28
1089754,2014,3,1073370,Non-Division Game,W,109,99.44
1089754,2014,4,1073395,Division Game,L,70.4,106.58
1089754,2014,5,1073361,Division Game,L,97.28,101.68
1089754,2014,6,1087309,Division Game,W,119.02,84.34
1089754,2014,7,1073420,Non-Division Game,L,81.34,89.82
1089754,2014,8,1073671,Division Game,L,126.76,131.6
1089754,2014,9,1075098,Division Game,W,124.22,85.72
1089754,2015,1,1073671,Division Game,W,90.54,80.2
1089754,2015,10,1073358,Non-Division Game,L,87.76,93.32
1089754,2015,11,1073395,Division Game,L,62.42,76.38
1089754,2015,12,1073361,Division Game,W,101.28,89.6
1089754,2015,13,1087309,Division Game,W,103.6,53.56
1089754,2015,14,1075098,Playoff Game,L,99.4,108.58
1089754,2015,2,1075098,Division Game,L,81.74,103.74
1089754,2015,3,1073363,Non-Division Game,W,113.08,82.6
1089754,2015,4,1073395,Division Game,L,79.12,86.96
1089754,2015,5,1073361,Division Game,L,78.4,109.34
1089754,2015,6,1087309,Division Game,W,136.02,95.82
1089754,2015,7,1115989,Non-Division Game,W,105.64,49.7
1089754,2015,8,1073671,Division Game,L,89.24,144.6
1089754,2015,9,1075098,Division Game,W,136.1,102.08
1089754,2016,1,1087309,Division Game,L,135.2,135.44
1089754,2016,10,1107405,Non-Division Game,W,99.94,76.62
1089754,2016,11,1073395,Division Game,L,98.52,104.14
1089754,2016,12,1075098,Division Game,L,89.18,97.8
1089754,2016,13,1073671,Division Game,W,82.84,66.44
1089754,2016,14,1087309,Playoff Game,W,117.02,64.04
1089754,2016,15,1073395,Playoff Game,L,80.14,88.38
1089754,2016,16,1073420,Playoff Game 3rd place,W,96.68,88.18
1089754,2016,2,1073361,Division Game,W,103.7,92.28
1089754,2016,3,1073420,Non-Division Game,L,74.74,98.9
1089754,2016,4,1073395,Division Game,W,89.02,70.54
1089754,2016,5,1075098,Division Game,L,105.66,110.36
1089754,2016,6,1073671,Division Game,W,82,64.2
1089754,2016,7,1073370,Non-Division Game,W,94.74,29.44
1089754,2016,8,1087309,Division Game,L,67.2,76.1
1089754,2016,9,1073361,Division Game,L,55.9,75.54
1089754,2017,1,1073671,Division Game,L,58.68,98.84
1089754,2017,10,1073358,Non-Division Game,L,83.36,102.98
1089754,2017,11,1073395,Division Game,L,96.26,125
1089754,2017,12,1073361,Division Game,W,101.06,83.1
1089754,2017,13,1087309,Division Game,W,96.96,77.9
1089754,2017,14,1073671,Playoff Game,W,116.56,102.94
1089754,2017,15,1087309,Playoff Game,L,86.78,88.18
1089754,2017,16,1107405,Playoff Game 3rd place,L,66.8,76.02
1089754,2017,2,1075098,Division Game,W,91.54,70.46
1089754,2017,3,1073363,Non-Division Game,L,71.46,111.18
1089754,2017,4,1073395,Division Game,W,99.68,85.36
1089754,2017,5,1073361,Division Game Commish Edit,W,103.66,85.54
1089754,2017,6,1087309,Division Game,L,87.88,126.58
1089754,2017,7,1115989,Non-Division Game,W,99.42,66.92
1089754,2017,8,1073671,Division Game,W,90.88,83.06
1089754,2017,9,1075098,Division Game,W,122.64,80.78
1089754,2018,1,1087309,Division Game,L,71.24,128.9
1089754,2018,2,1073361,Division Game,W,97.08,94.6
1089754,2018,3,1073420,Non-Division Game,W,87.88,69.12
1107405,2014,1,1073370,Division Game,W,113.24,96.92
1107405,2014,10,1073671,Non-Division Game,W,73.88,67.28
1107405,2014,11,1073420,Division Game,W,99.02,65.12
1107405,2014,12,1073363,Division Game,L,86.54,122.9
1107405,2014,13,1115989,Division Game,W,172.34,38.94
1107405,2014,14,1073420,Playoff Game,L,97.92,124.7
1107405,2014,2,1073358,Division Game,W,83.28,83.14
1107405,2014,3,1073395,Non-Division Game,W,86.52,84.28
1107405,2014,4,1073420,Division Game,L,85.96,105.72
1107405,2014,5,1073363,Division Game,L,90.54,103.64
1107405,2014,6,1115989,Division Game,L,89.34,124.52
1107405,2014,7,1073361,Non-Division Game,L,93.42,97.86
1107405,2014,8,1073370,Division Game,W,104.36,104.18
1107405,2014,9,1073358,Division Game,W,96.86,69.72
1107405,2015,1,1073370,Division Game,W,111.42,72.34
1107405,2015,10,1087309,Non-Division Game,W,89.66,86.42
1107405,2015,11,1073420,Division Game,W,83.08,67.8
1107405,2015,12,1073363,Division Game,W,102.6,65.12
1107405,2015,13,1115989,Division Game,W,101.98,86.3
1107405,2015,15,1073358,Playoff Game,L,103.46,116.66
1107405,2015,16,1075098,Playoff Game 3rd place,W,112.86,84.62
1107405,2015,2,1073358,Division Game,L,91.54,105.5
1107405,2015,3,1075098,Non-Division Game,L,87.8,92.16
1107405,2015,4,1073420,Division Game,W,88.28,65.64
1107405,2015,5,1073363,Division Game,W,99.7,97.68
1107405,2015,6,1115989,Division Game,L,108.48,133.72
1107405,2015,7,1073671,Non-Division Game,W,123.6,119.9
1107405,2015,8,1073370,Division Game,W,101.24,97.7
1107405,2015,9,1073358,Division Game,L,77.16,105.78
1107405,2016,1,1115989,Division Game,W,71.92,59.64
1107405,2016,10,1089754,Non-Division Game,L,76.62,99.94
1107405,2016,11,1073420,Division Game,L,70.42,83.98
1107405,2016,12,1073358,Division Game,L,58.96,113.06
1107405,2016,13,1073370,Division Game,L,61.9,85.6
1107405,2016,14,1073370,Consolation Game,L,45.5,71.52
1107405,2016,15,1115989,Consolation Game,L,47.92,58.1
1107405,2016,2,1073363,Division Game,L,74.26,89.82
1107405,2016,3,1073395,Non-Division Game,L,53.92,111.7
1107405,2016,4,1073420,Division Game,L,61.36,135.22
1107405,2016,5,1073358,Division Game,L,81.14,102.92
1107405,2016,6,1073370,Division Game,W,93.14,88.56
1107405,2016,7,1073361,Non-Division Game,L,55.98,93.72
1107405,2016,8,1115989,Division Game,L,87.62,97.76
1107405,2016,9,1073363,Division Game,W,81.08,73.9
1107405,2017,1,1073370,Division Game,L,79.62,98.82
1107405,2017,10,1087309,Non-Division Game,W,104.92,72.74
1107405,2017,11,1073420,Division Game,W,117.32,88.3
1107405,2017,12,1073363,Division Game,W,126.62,115.92
1107405,2017,13,1115989,Division Game,W,107.58,62.92
1107405,2017,15,1073363,Playoff Game,L,107.88,131.68
1107405,2017,16,1089754,Playoff Game 3rd place,W,76.02,66.8
1107405,2017,2,1073358,Division Game,W,90.12,66.7
1107405,2017,3,1075098,Non-Division Game,L,93.22,117.62
1107405,2017,4,1073420,Division Game,W,91.6,74.78
1107405,2017,5,1073363,Division Game,W,94.92,80.72
1107405,2017,6,1115989,Division Game,W,105.64,79.98
1107405,2017,7,1073671,Non-Division Game,L,65.26,113.24
1107405,2017,8,1073370,Division Game,W,118.78,92.28
1107405,2017,9,1073358,Division Game,W,125.98,88.48
1107405,2018,1,1115989,Division Game,W,117.82,90.02
1107405,2018,2,1073363,Division Game,L,107.48,108.78
1107405,2018,3,1073395,Non-Division Game,W,133.22,112.4
1115989,2014,1,1073420,Division Game,W,106.24,76.02
1115989,2014,10,1075098,Non-Division Game,L,100.2,109.7
1115989,2014,11,1073363,Division Game,L,100.52,109.8
1115989,2014,12,1073358,Division Game,W,108.54,38.8
1115989,2014,13,1107405,Division Game,L,38.94,172.34
1115989,2014,14,1073358,Consolation Game,L,73.86,108.04
1115989,2014,2,1073370,Division Game,L,63.62,89.8
1115989,2014,3,1073361,Non-Division Game,L,75.2,117.3
1115989,2014,4,1073363,Division Game,L,86.52,95.28
1115989,2014,5,1073358,Division Game,W,93.64,84.3
1115989,2014,6,1107405,Division Game,W,124.52,89.34
1115989,2014,7,1087309,Non-Division Game,W,72.42,59.1
1115989,2014,8,1073420,Division Game,L,63.3,77.42
1115989,2014,9,1073370,Division Game,W,96.98,59.52
1115989,2015,1,1073420,Division Game,L,74.04,112.02
1115989,2015,10,1073671,Non-Division Game,L,53.48,95.26
1115989,2015,11,1073363,Division Game,L,90.8,101.94
1115989,2015,12,1073358,Division Game,L,77.32,116.04
1115989,2015,13,1107405,Division Game,L,86.3,101.98
1115989,2015,14,1073370,Consolation Game,W,75.46,44.5
1115989,2015,15,1073395,Consolation Game,W,88.1,64.46
1115989,2015,16,1073671,Consolation Game,L,70.7,93.28
1115989,2015,2,1073370,Division Game,L,78.22,127.26
1115989,2015,3,1073395,Non-Division Game,L,65.84,130.32
1115989,2015,4,1073363,Division Game,W,78.56,67.16
1115989,2015,5,1073358,Division Game,W,98.24,89.64
1115989,2015,6,1107405,Division Game,W,133.72,108.48
1115989,2015,7,1089754,Non-Division Game,L,49.7,105.64
1115989,2015,8,1073420,Division Game,L,47.34,101.48
1115989,2015,9,1073370,Division Game,W,85.16,66.32
1115989,2016,1,1107405,Division Game,L,59.64,71.92
1115989,2016,10,1075098,Non-Division Game,L,77.26,117.38
1115989,2016,11,1073363,Division Game,W,79.68,77.58
1115989,2016,12,1073370,Division Game,L,57.26,105.66
1115989,2016,13,1073420,Division Game,L,71.02,74.38
1115989,2016,14,1073671,Consolation Game,L,63.06,68.38
1115989,2016,15,1107405,Consolation Game,W,58.1,47.92
1115989,2016,2,1073358,Division Game,W,144.34,102.36
1115989,2016,3,1073361,Non-Division Game,L,69.64,121.54
1115989,2016,4,1073363,Division Game,L,62.04,95.3
1115989,2016,5,1073370,Division Game,L,68.92,101
1115989,2016,6,1073420,Division Game,L,65.96,107.9
1115989,2016,7,1087309,Non-Division Game,L,87.22,112.68
1115989,2016,8,1107405,Division Game,W,97.76,87.62
1115989,2016,9,1073358,Division Game,L,90.46,98.42
1115989,2017,1,1073420,Division Game,L,24.9,65.94
1115989,2017,10,1073671,Non-Division Game,L,75.92,86.56
1115989,2017,11,1073363,Division Game,L,65.02,78
1115989,2017,12,1073358,Division Game,L,88.98,113.28
1115989,2017,13,1107405,Division Game,L,62.92,107.58
1115989,2017,14,1075098,Consolation Game,L,76.14,89.1
1115989,2017,2,1073370,Division Game,L,71.16,92.72
1115989,2017,3,1073395,Non-Division Game,L,41.14,86.52
1115989,2017,4,1073363,Division Game,L,69.78,73.92
1115989,2017,5,1073358,Division Game,W,63.96,58.42
1115989,2017,6,1107405,Division Game,L,79.98,105.64
1115989,2017,7,1089754,Non-Division Game,L,66.92,99.42
1115989,2017,8,1073420,Division Game,W,84.84,76.26
1115989,2017,9,1073370,Division Game,L,44.96,79.62
1115989,2018,1,1107405,Division Game,L,90.02,117.82
1115989,2018,2,1073358,Division Game,L,84.3,87.8
1115989,2018,3,1073361,Non-Division Game,L,76.48,97.3
